UPC	Category	Brand	Product Name	Total Weight (g)	Total weight (Oz)	Serving size (g)	Number of Servings	Sugar per serving (g)	Added sugar per serving (g)	Total Sugar (g)	Total Added Sugar (g)	Total Added Sugar (tsp)	type of sugar	Ingredients	pictures	Use Total Sugar?
854074006013	Yogurt	Skyr Icelandic Provisions 	Blueberry Bilberry	150	5.3	150	1	11	11	11	11	3	"Cane sugar, Fruit juice concentrate"	"SKYR (PASTEURIZED LOW-FAT MILK, LIVE AND ACTIVE CULTURES), BLUEBERRIES, CANE SUGAR, BILBERRIES, PECTIN, NATURAL FLAVORS, LOCUST BEAN GUM, FRUIT JUICE CONCENTRATE (FOR COLOR)"	"echoforgoodstorage, Vuforia"	Yes
036632013149	Yogurt	"Dannon, Light & Fit"	Original Strawberry	600	21.2	150	4	8	8	32	32	8	Cane sugar	"CULTURED GRADE A NON FAT MILK, STRAWBERRIES, WATER MODIFIED FOOD STARCH, CANE SUGAR, CONTAINS LESS THAN 1% KOSHER GELATIN, VEGETABLE JUICE (FOR COLOR), NATURAL AND ARITFICIAL FLAVORS, SUCRALOSE, ACESULFAME POTASSIUM, MALIC ACID, SODIUM CITRATE, VITAMIN A PALMITATE, CITAMIN D3, ACTIVE YOGURT CULTURES"	"echoforgoodstorage, Vuforia"	Yes
036632013170	Yogurt	"Dannon, Light & Fit"	Original Vanilla	600	21.2	150	4	9	9	36	36	9	Cane sugar	"CULTURED GRADE A NONFAT MILK, WATER, MODIFIED FOOD STARCH, CANE SUGAR, CONTAINS LESS THA 1% OF KOSHER GELATIN, NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE, SODIUM CITRATE, ACESULFAME POTASSIUM, CITRIC ACID, VITAMIN A PALMITATE, VITAMIN D3, ACTIVE YOGURT CULTURES L. BULGARICUS & S. THERMOPHILUS"	"echoforgoodstorage, Vuforia"	Yes
036632013194	Yogurt	"Dannon, Light & Fit"	Original Cherry	600	21.2	150	4	9	9	36	36	9	Cane sugar	"CULTURED GRADE A NONFAT MILK, WATER, MODIFIED FOOD STARCH, BLACK CHERRIES, CANE SUGAR, CONTAINS LESS THA 1% OF KOSHER GELATIN, VEGETABLE JUICE (FOR COLOR), NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE, MALIC ACID, ACESULFAME POTASSIUM, SODIUM CITRATE,ACTIVE YOGURT CULTURES L. BULGARICUS & S. THERMOPHILUS"	"echoforgoodstorage, Vuforia"	Yes
036632026019	Yogurt	"Dannon, Activia"	Yogurt: Vanilla Probiotic Yogurt	453	16	113	4	13	13	52	52	13	Cane sugar	"CULTURED GRADE A REDUCED FAT MILK, CANE SUGAR, WATER, MODIFIED FOOD STARCH, CONTAINS LESS THAN 1% OF MILK PROTEIN CONCENTRATE, KOSHER GELATIN, NATURAL FLAVORS, AGAR AGAR, LACTIC ACID, VITAMIN D3, MILK CALCIUM"	"echoforgoodstorage, Vuforia"	Yes
036632026354	Yogurt	"Dannon, Activia"	Yogurt: Black Cherry Lowfat Yogurt	453	16	113	4	12	12	48	48	12	Cane sugar	"CULTURED GRADE A REDUCED FAT MILK, CANE SUGAR, CHERRIES, WATER, MODIFIED FOOD STARCH, CONTAINS LESS THAN 1% OF MILK PROTEIN CONCENTRATE, KOSHER GELATIN, NATURAL FLAVORS, AGAR AGAR, VEGETABLE JUICE (FOR COLOR), LACTIC ACID, CALCIUM LACTATE, MILK CALCIUM, VITAMIN D3"	"echoforgoodstorage, Vuforia"	Yes
036632029478	Yogurt	"Dannon, Activia"	Yogurt: Vanilla Lactose Free	453	16	113	4	13	13	52	52	13	Cane sugar	"CULTURED GRADE A REDUCED FAT MILK, CANE SUGAR, WATER, MODIFIED FOOD STARCH, CONTAINS LESS THAN 1% OF MILK PROTEIN CONCENTRATE, KOSHER GELATIN, NATURAL FLAVORS, LACTASE, AGAR AGAR, LACTIC ACID, MILK CALCIUM VITAMIN D3"	"echoforgoodstorage, Vuforia"	Yes
070470496474	Yogurt	"Yoplait, Oui"	Yogurt: Strawberry	141	5	141	1	15	15	15	15	4	Cane sugar	"PASTEURIZED GRADE A MILK, CANE SUGAR, STRAWBERRIES, PECTIN, CARROT JUICE (FOR COLOR), NATURAL FLAVOR, YOGURT CULTURES"	"echoforgoodstorage, Vuforia"	Yes
689544081531	Yogurt	Fage	Yogurt: 0% Milkfat with Cherry	150	5.3	150	1	11	11	11	11	3	Cane sugar	"STRAINED YOGURT: GRADE A PASTEURIZED SKIMMED MILK, LIVE ACTIVE YOGURT CULTURES. CHERRY FRUIT PREPARATION: WATER, CHERRIES, CANE SUGAR, CORN STARCH, CONTAINS 2% OR LESS OF: CHERRY JUICE CONCENTRATE, NATURAL FLAVORS, FRUIT PECTIN, LEMON JUICE CONCENTRATE "	"echoforgoodstorage, Vuforia"	Yes
689544081708	Yogurt	Fage	Yogurt: Total Split Cup Raspberry	150	5.3	150	1	11	11	11	11	3	Cane sugar	"STRAINED YOGURT: GRADE A PASTEURIZED MILK AND CREAM, LIVE ACTIVE YOGURT CULTURES (L. BULGARICUS, S. THERMOPHILUS, L. ACIDOPHILUS, BIFUDIS, L. CASE). RASPBERRY FRUIT PREPARATION: RASPBERRIES, WATER, CANE SUGAR, CORN STARCH, CONTAINS 2% OR LESS OF: NATURAL FLAVOR, FRUIT PECTIN, LEMON JUICE CONCENTRATE"	"echoforgoodstorage, Vuforia"	Yes
689544081968	Yogurt	Fage	Yogurt: Total 2% Milkfat wit Peach	150	5.3	150	1	11	11	11	11	3	Cane sugar	"STRAINED YOGURT: GRADE A PASTEURIZED SKIMMED MILK AND CREAM, LIVE ACTIVE YOGURT CULTURES. PEACH FRUIT PREPARATION: PEACHES, WATER, CANE SUGAR, CORN STARCH, CONTAINS 2% OR LESS OF: LEMON JUICE CONCENTRATE, NATURAL FLAVOR, FRUIT PECTIN "	"echoforgoodstorage, Vuforia"	Yes
810298030029	Yogurt	Green Mountain Creamery	Vanilla Bean Blended	142	5	142	1	12	11	12	11	3	Cane sugar	"PASTEURIZED WHOLE MILK, CANE SUGAR, NON- GMO CORN STARCH, PECTIN, NATURAL FLAVORS, VANILLA EXTRACT, GUAR GUM, VANILLA BEANS, LIVE ACTIVE CULTURES "	"echoforgoodstorage, Vuforia"	2nd sent
810298030036	Yogurt	Green Mountain Creamery	Strawberry Cream	142	5	142	1	12	10	12	10	3	Cane sugar	"PASTEURIZED WHOLE MILK, STRAWBERRIES, CANE SUGAR, NON- GMO CORN STARCH, NATURAL FLAVOR, PECTIN, FRUIT AND VEGETABLE JUICE CONCENTRATE (COLOR), LIVE ACTIVE CULTURES "	"echoforgoodstorage, Vuforia"	2nd sent
851587003928	Yogurt	Green Mountain Creamery	All Natural Vanilla Blended 	907	32	170	5	12	8	60	40	10	Cane sugar	"PASTEURIZED NONFAT MILK, CANE SUGAR, NON-GMO CORN STARCH, NATURAL FLAVORS, PECTIN, LIVE ACTIVE CULTURES"	"echoforgoodstorage, Vuforia"	2nd sent
854074006020	Yogurt	Skyr Icelandic Provisions 	Yogurt: Vanilla Skyr	150	5.3	150	1	10	10	10	10	3	Cane sugar	"SKYR (PASTEURIZED LOW-FAT MILK, LIVE AND ACTIVE CULTURES), CANE SUGAR, VANILLA EXTRACT, PECTIN, VANILLA SEEDS, NATURAL FLAVORS, LOCUST BEAN GUM"	"echoforgoodstorage, Vuforia"	Yes
898248001015	Yogurt	Siggi's	Yogurt: 0% Milkfat Blueberry	150	5.3	150	1	10	10	10	10	3	Cane sugar	"PASTEURIZED SKIM MILK, BLUEBERRIES, CANE SUGAR, FRUIT PECTIN, LIVE ACTIVE CULTURES "	"echoforgoodstorage, Vuforia"	2nd sent
898248001725	Yogurt	Siggi's	Yogurt: Triple Cream Raspberry	114	4	114	1	8	8	8	8	2	Cane sugar	"PASTEURIZED WHOLE MILK, PASTEURIZED CREAM, RASPBERRIES, CANE SUGAR, FRUIT PECTIN, LIVE ACTIVE CULTURES "	"echoforgoodstorage, Vuforia"	2nd sent
851587003591	Yogurt	Green Mountain Creamery	Coffee Blended	150	5.3	150	1	17	14	17	14	4	Beet sugar	"beet sugar, coffee"	"echoforgoodstorage, Vuforia"	2nd sent
052159532505	Yogurt	Stonyfield Organic 	greek plain 0% fat	907	32	227	4	7	7	28	28	7		cultured pasteurized organic nonfat milk	"echoforgoodstorage, Vuforia"	Yes
052159703356	Yogurt	Stonyfield Organic	organic 100% grassfed yogurt plain greek	680	24	227	3	7	7	21	21	6		cultured pasteurized grassfed organic whole milk	"echoforgoodstorage, Vuforia"	Yes
088194340621	Yogurt	Brown Cow	Maple Blended	907	32	227	4	29	29	116	116	29		"Cane sugar, maple syrup, pectin, natural flavor "	"echoforgoodstorage, Vuforia"	1st sent
689544083009	Yogurt	Fage	5% Milkfat	1000	35.3	227	4	7	7	28	28	7		"grade a pasteurized milk and cream, live active cultures"	"echoforgoodstorage, Vuforia"	Yes
795709000092	Yogurt	Wallaby 	Strawberry	907	32	225	4	25	25	100	100	25		"cultured pasteurized whole organic milk, organic strawberries, organic cane sugar,vegetable juice, organic locust bean gum, pectin"	"echoforgoodstorage, Vuforia"	1st sent 
795709020014	Yogurt	Wallaby 	vanilla whole milk yogurt 	907	32	225	4	27	27	108	108	27		"organic cane sugar, organic vanilla extract, organic locust bean gum, pectin, citric acid "	"echoforgoodstorage, Vuforia"	1st sent 
795709085112	Yogurt	Wallaby 	Plain	907	32	225	4	7	0	28	0	0		cutured pasteurized whole organic milk	"echoforgoodstorage, Vuforia"	1st sent 
795709085129	Yogurt	Wallaby 	vanilla bean	907	32	225	4	27	27	108	108	27		"organic cane sugar, natural flavors, organic locust bean gum, pectin, organic vanilla beans "	"echoforgoodstorage, Vuforia"	1st sent 
804879068051	Yogurt	Sidehill Farm	Plain Whole Milk Yogurt 	908	32	227	4	8	8	32	32	8		pasteurized whole mik	"echoforgoodstorage, Vuforia"	1st sent
804879087342	Yogurt	Sidehill Farm	Maple Whole Milk 	908	32	227	4	24	24	96	96	24		"pasteurized whole milk, local maple syrup"	"echoforgoodstorage, Vuforia"	1st sent
804879225430	Yogurt	Sidehill Farm	Plain Whole Milk 	170	6	170	1	6	6	6	6	2		"pasteurized wholemilk, live probiotic cultures "	"echoforgoodstorage, Vuforia"	1st sent
804879225447	Yogurt	Sidehill Farm	Plain Lowfat	170	6	170	1	6	6	6	6	2		pasteurized lowfat milk	"echoforgoodstorage, Vuforia"	1st sent
804879225454	Yogurt	Sidehill Farm	Maple Whole Milk 	170	6	170	1	18	18	18	18	5		"local maple syrup, pasteurized whole milk"	"echoforgoodstorage, Vuforia"	1st sent
804879225461	Yogurt	Sidehill Farm	Vanilla Lowfat	170	6	170	1	16	16	16	16	4		"pasteurized lowfat milk, organic vanilla extract "	"echoforgoodstorage, Vuforia"	1st sent
898248001428	Yogurt	Siggi's	Yogurt: 0% Milkfat vanilla	681	24	227	3	14	14	42	42	11		"pasteurized skim milk, organic agave nectar, madagascar bourbon vanilla,"	"echoforgoodstorage, Vuforia"	2nd sent
898248001565	Yogurt	Siggi's	Yogurt: 4% Milkfat Mixed Berries	125	4.4	125	1	8	8	8	8	2		"pasteurized whole milk, pastueurized cream, berries (raspberries, blackberries, strawberries), cane sugar, fruit pectin"	"echoforgoodstorage, Vuforia"	2nd sent
898248001589	Yogurt	Siggi's	Yogurt: 4% Milkfat Strawberry & Rhubarb	125	4.4	125	1	8	8	8	8	2		"pasteurized wholemilk, pasteurized cream, fruit (rhubarb, strawberries), cane sugar, fruit pectin "	"echoforgoodstorage, Vuforia"	2nd sent
898248001893	Yogurt	Siggi's	vanilla cherry almonds 	150	5.3	150	1	11	11	11	11	3		"pasteurized whole milk, pasteurized cream, organic agave, nectar, almonds, dried cherries (cherries, sunflower oil), madagascar bourbon vanilla, rice flour, fruit pectin"	"echoforgoodstorage, Vuforia"	2nd sent
898248001923	Yogurt	Siggi's	vanilla yogurt 	150	5.3	150	1	10	10	10	10	3		"pasteurized whole milk, pasteurized cream, organic agave nectar, dried coconut, cacao nibs, madagascar bourbon vanilla, fruit pectin"	"echoforgoodstorage, Vuforia"	2nd sent
